"session";"participant.code";"round.number";"participant.id";"element_id";"enter_time";"leave_time";"duration";"attributeType";"attributeValue";"stimulusID";"foodName";"view_order";"sustainable.choice";"combined_var";"treatment.group"
"8nvcnd3s";"suchwgz9";1;7;"att_A2";1721566676121;1721566677426;1305;" CO2e/ kg";2100;11;"Spaghetti Marinara";8;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"suchwgz9";1;7;"att_A3";1721566677427;1721566678281;854;" Protein";20;11;"Spaghetti Marinara";9;0;"A_Protein";"norm"
"8nvcnd3s";"suchwgz9";1;7;"att_B3";1721566678282;1721566680648;2366;" Protein";35;11;"Spaghetti Meatballs";10;0;"B_Protein";"norm"
"8nvcnd3s";"gu2ckbq2";1;9;"att_A1";1721569741146;1721569743066;1920;"Preis";28;15;"Makrele";1;1;"A_preis";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_B1";1721569743070;1721569745851;2781;"Preis";29,5;15;"Lammkotelett";2;1;"B_preis";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_A1";1721569745852;1721569749535;3683;"Preis";28;15;"Makrele";3;1;"A_preis";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_A2";1721569749535;1721569754683;5148;" CO2e/ kg";895;15;"Makrele";4;1;"A_CO2e/kg";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_B2";1721569754683;1721569758638;3955;" CO2e/ kg";20825;15;"Lammkotelett";5;1;"B_CO2e/kg";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_A3";1721569758638;1721569760417;1779;" Protein";27;15;"Makrele";6;1;"A_Protein";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_B3";1721569760418;1721569762836;2418;" Protein";35;15;"Lammkotelett";7;1;"B_Protein";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_A3";1721569762837;1721569765600;2763;" Protein";27;15;"Makrele";8;1;"A_Protein";"control"
"8nvcnd3s";"gu2ckbq2";1;9;"att_B3";1721569765601;1721569768171;2570;" Protein";35;15;"Lammkotelett";9;1;"B_Protein";"control"
"8nvcnd3s";"7edz42b4";1;12;"att_A1";1721576562598;1721576563511;913;"Preis";12,5;10;"Gemüseauflauf";1;0;"A_preis";"control"
"8nvcnd3s";"7edz42b4";1;12;"att_B1";1721576563882;1721576564763;881;"Preis";25,5;10;"Steak";2;0;"B_preis";"control"
"8nvcnd3s";"7edz42b4";1;12;"att_A2";1721576565299;1721576566102;803;" CO2e/ kg";1384;10;"Gemüseauflauf";3;0;"A_CO2e/kg";"control"
"8nvcnd3s";"7edz42b4";1;12;"att_B2";1721576566438;1721576567317;879;" CO2e/ kg";16363;10;"Steak";4;0;"B_CO2e/kg";"control"
"8nvcnd3s";"7edz42b4";1;12;"att_A3";1721576567790;1721576568501;711;" Protein";23;10;"Gemüseauflauf";5;0;"A_Protein";"control"
"8nvcnd3s";"jlhgntyr";1;14;"att_A1";1721589665170;1721589666826;1656;"Preis";14,5;8;"Falafel-Sandwich";1;1;"A_preis";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_B1";1721589666830;1721589668580;1750;"Preis";16,5;8;"Cheeseburger";2;1;"B_preis";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_A1";1721589668581;1721589669551;970;"Preis";14,5;8;"Falafel-Sandwich";3;1;"A_preis";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_B1";1721589669552;1721589670236;684;"Preis";16,5;8;"Cheeseburger";4;1;"B_preis";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_A2";1721589670237;1721589673060;2823;" CO2e/ kg";1478;8;"Falafel-Sandwich";5;1;"A_CO2e/kg";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_B2";1721589673061;1721589675900;2839;" CO2e/ kg";21693;8;"Cheeseburger";6;1;"B_CO2e/kg";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_A3";1721589675901;1721589676970;1069;" Protein";23;8;"Falafel-Sandwich";7;1;"A_Protein";"label"
"8nvcnd3s";"jlhgntyr";1;14;"att_B3";1721589676971;1721589687233;10262;" Protein";36;8;"Cheeseburger";8;1;"B_Protein";"label"
"8nvcnd3s";"39golj9h";1;20;"att_A1";1721638197308;1721638199519;2211;"Preis";16,5;8;"Cheeseburger";1;1;"A_preis";"label"
"8nvcnd3s";"39golj9h";1;20;"att_B1";1721638199520;1721638201537;2017;"Preis";14,5;8;"Falafel-Sandwich";2;1;"B_preis";"label"
"8nvcnd3s";"39golj9h";1;20;"att_A1";1721638201537;1721638203074;1537;"Preis";16,5;8;"Cheeseburger";3;1;"A_preis";"label"
"8nvcnd3s";"39golj9h";1;20;"att_B1";1721638203074;1721638203795;721;"Preis";14,5;8;"Falafel-Sandwich";4;1;"B_preis";"label"
"8nvcnd3s";"35uoabd0";1;21;"att_A3";1721638632005;1721638633046;1041;" Protein";29;9;"Chili sin Carne";1;1;"A_Protein";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_B3";1721638633049;1721638634152;1103;" Protein";33;9;"Salami-Pizza";2;1;"B_Protein";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_A2";1721638634153;1721638635930;1777;" CO2e/ kg";1215;9;"Chili sin Carne";3;1;"A_CO2e/kg";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_B2";1721638635930;1721638637429;1499;" CO2e/ kg";4419;9;"Salami-Pizza";4;1;"B_CO2e/kg";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_A1";1721638637430;1721638638324;894;"Preis";22;9;"Chili sin Carne";5;1;"A_preis";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_B1";1721638638325;1721638639315;990;"Preis";25;9;"Salami-Pizza";6;1;"B_preis";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_A2";1721638639316;1721638640107;791;" CO2e/ kg";1215;9;"Chili sin Carne";7;1;"A_CO2e/kg";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_A3";1721638640107;1721638640890;783;" Protein";29;9;"Chili sin Carne";8;1;"A_Protein";"control"
"8nvcnd3s";"35uoabd0";1;21;"att_B3";1721638640891;1721638642496;1605;" Protein";33;9;"Salami-Pizza";9;1;"B_Protein";"control"
"8nvcnd3s";"vbfuol9s";1;22;"att_B2";1721652923184;1721652924884;1700;" CO2e/ kg";900;5;"Apfel";1;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_A2";1721652924885;1721652928147;3262;" CO2e/ kg";4400;5;"Mango";2;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_B3";1721652928148;1721652929938;1790;" Protein";1;5;"Apfel";3;1;"B_Protein";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_A3";1721652929939;1721652932076;2137;" Protein";1;5;"Mango";4;1;"A_Protein";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_B1";1721652932076;1721652933411;1335;"Preis";0,49;5;"Apfel";5;1;"B_preis";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_A1";1721652933411;1721652935831;2420;"Preis";0,36;5;"Mango";6;1;"A_preis";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_B2";1721652935833;1721652936929;1096;" CO2e/ kg";900;5;"Apfel";7;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_A2";1721652936929;1721652938686;1757;" CO2e/ kg";4400;5;"Mango";8;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"vbfuol9s";1;22;"att_B2";1721652938688;1721652942900;4212;" CO2e/ kg";900;5;"Apfel";9;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"az2qjcas";1;23;"att_A2";1721806181094;1721806183498;2404;" CO2e/ kg";5718;1;"Eier mit Speck";1;1;"A_CO2e/kg";"label"
"8nvcnd3s";"az2qjcas";1;23;"att_A3";1721806183500;1721806186177;2677;" Protein";20;1;"Eier mit Speck";2;1;"A_Protein";"label"
"8nvcnd3s";"az2qjcas";1;23;"att_B3";1721806186177;1721806188081;1904;" Protein";9;1;"Hummus mit Brot";3;1;"B_Protein";"label"
"8nvcnd3s";"az2qjcas";1;23;"att_B2";1721806188082;1721806191713;3631;" CO2e/ kg";1116;1;"Hummus mit Brot";4;1;"B_CO2e/kg";"label"
"8nvcnd3s";"bcts72ev";1;24;"att_B1";1721807021827;1721807023725;1898;"Preis";19;13;"Veganer Burrito";1;0;"B_preis";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_A1";1721807023729;1721807025959;2230;"Preis";17,5;13;"Roastbeef-Sandwich";2;0;"A_preis";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_B1";1721807025960;1721807026927;967;"Preis";19;13;"Veganer Burrito";3;0;"B_preis";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_A2";1721807026927;1721807031145;4218;" CO2e/ kg";11094;13;"Roastbeef-Sandwich";4;0;"A_CO2e/kg";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_B2";1721807031146;1721807036092;4946;" CO2e/ kg";1575;13;"Veganer Burrito";5;0;"B_CO2e/kg";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_A2";1721807036093;1721807039376;3283;" CO2e/ kg";11094;13;"Roastbeef-Sandwich";6;0;"A_CO2e/kg";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_A3";1721807039376;1721807040426;1050;" Protein";32;13;"Roastbeef-Sandwich";7;0;"A_Protein";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_B3";1721807040427;1721807044859;4432;" Protein";24;13;"Veganer Burrito";8;0;"B_Protein";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_B2";1721807044860;1721807045843;983;" CO2e/ kg";1575;13;"Veganer Burrito";9;0;"B_CO2e/kg";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_A2";1721807045844;1721807050844;5000;" CO2e/ kg";11094;13;"Roastbeef-Sandwich";10;0;"A_CO2e/kg";"control"
"8nvcnd3s";"bcts72ev";1;24;"att_B2";1721807050844;1721807060935;10091;" CO2e/ kg";1575;13;"Veganer Burrito";11;0;"B_CO2e/kg";"control"
"8nvcnd3s";"0f1l9djh";1;25;"att_A1";1721807456370;1721807458971;2601;"Preis";19,5;12;"Lasagne mit Hackfleisch";1;0;"A_preis";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_A2";1721807458974;1721807461613;2639;" CO2e/ kg";18357;12;"Lasagne mit Hackfleisch";2;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_A3";1721807461613;1721807463620;2007;" Protein";44;12;"Lasagne mit Hackfleisch";3;0;"A_Protein";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_B1";1721807463620;1721807470492;6872;"Preis";17,5;12;"Vegetarische Spaghetti Bolognese";4;0;"B_preis";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_B2";1721807470492;1721807472009;1517;" CO2e/ kg";1918;12;"Vegetarische Spaghetti Bolognese";5;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_A2";1721807472010;1721807475154;3144;" CO2e/ kg";18357;12;"Lasagne mit Hackfleisch";6;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_B2";1721807475154;1721807478042;2888;" CO2e/ kg";1918;12;"Vegetarische Spaghetti Bolognese";7;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_A3";1721807478042;1721807479180;1138;" Protein";44;12;"Lasagne mit Hackfleisch";8;0;"A_Protein";"norm"
"8nvcnd3s";"0f1l9djh";1;25;"att_B3";1721807479181;1721807480915;1734;" Protein";25;12;"Vegetarische Spaghetti Bolognese";9;0;"B_Protein";"norm"
"8nvcnd3s";"ybqyy5qh";1;29;"att_A1";1721807597927;1721807602612;4685;"Preis";1,18;2;"Haferflocken mit pflanzlicher Milch und Früchten";1;1;"A_preis";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_B1";1721807602613;1721807603751;1138;"Preis";1,25;2;"Schoko-Cerealien mit Kuhmilch";2;1;"B_preis";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_A1";1721807603752;1721807605363;1611;"Preis";1,18;2;"Haferflocken mit pflanzlicher Milch und Früchten";3;1;"A_preis";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_A2";1721807605364;1721807606231;867;" CO2e/ kg";622;2;"Haferflocken mit pflanzlicher Milch und Früchten";4;1;"A_CO2e/kg";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_B2";1721807606231;1721807607496;1265;" CO2e/ kg";2187;2;"Schoko-Cerealien mit Kuhmilch";5;1;"B_CO2e/kg";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_A2";1721807607496;1721807608094;598;" CO2e/ kg";622;2;"Haferflocken mit pflanzlicher Milch und Früchten";6;1;"A_CO2e/kg";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_A3";1721807608095;1721807608876;781;" Protein";10;2;"Haferflocken mit pflanzlicher Milch und Früchten";7;1;"A_Protein";"label"
"8nvcnd3s";"ybqyy5qh";1;29;"att_B3";1721807608877;1721807611057;2180;" Protein";7;2;"Schoko-Cerealien mit Kuhmilch";8;1;"B_Protein";"label"
"8nvcnd3s";"mimspt1m";1;30;"att_B1";1721807853117;1721807854083;966;"Preis";0,49;5;"Apfel";1;NA;"B_preis";NA
"8nvcnd3s";"mimspt1m";1;30;"att_A1";1721807854085;1721807856853;2768;"Preis";0,36;5;"Mango";2;NA;"A_preis";NA
"8nvcnd3s";"mimspt1m";1;30;"att_B2";1721807856856;1721807857814;958;" CO2e/ kg";900;5;"Apfel";3;NA;"B_CO2e/kg";NA
"8nvcnd3s";"mimspt1m";1;30;"att_A2";1721807857815;1721807859531;1716;" CO2e/ kg";4400;5;"Mango";4;NA;"A_CO2e/kg";NA
"8nvcnd3s";"mimspt1m";1;30;"att_B3";1721807859531;1721807860440;909;" Protein";1;5;"Apfel";5;NA;"B_Protein";NA
"8nvcnd3s";"mimspt1m";1;30;"att_A3";1721807860441;1721807862428;1987;" Protein";1;5;"Mango";6;NA;"A_Protein";NA
"8nvcnd3s";"szpy0r8a";1;31;"att_A1";1721807831800;1721807833205;1405;"Preis";3;1;"Eier mit Speck";1;NA;"A_preis";NA
"8nvcnd3s";"szpy0r8a";1;31;"att_B1";1721807833208;1721807835911;2703;"Preis";1,6;1;"Hummus mit Brot";2;NA;"B_preis";NA
"8nvcnd3s";"szpy0r8a";1;31;"att_A2";1721807835912;1721807837484;1572;" CO2e/ kg";5718;1;"Eier mit Speck";3;NA;"A_CO2e/kg";NA
"8nvcnd3s";"szpy0r8a";1;31;"att_B2";1721807837485;1721807840845;3360;" CO2e/ kg";1116;1;"Hummus mit Brot";4;NA;"B_CO2e/kg";NA
"8nvcnd3s";"szpy0r8a";1;31;"att_A3";1721807840846;1721807842076;1230;" Protein";20;1;"Eier mit Speck";5;NA;"A_Protein";NA
"8nvcnd3s";"szpy0r8a";1;31;"att_B3";1721807842077;1721807844677;2600;" Protein";9;1;"Hummus mit Brot";6;NA;"B_Protein";NA
"8nvcnd3s";"5xspdajd";1;36;"att_A1";1721808547346;1721808550735;3389;"Preis";28;15;"Makrele";1;NA;"A_preis";NA
"8nvcnd3s";"5xspdajd";1;36;"att_A2";1721808550738;1721808552894;2156;" CO2e/ kg";895;15;"Makrele";2;NA;"A_CO2e/kg";NA
"8nvcnd3s";"5xspdajd";1;36;"att_A3";1721808552896;1721808557821;4925;" Protein";27;15;"Makrele";3;NA;"A_Protein";NA
"8nvcnd3s";"jyelz88u";1;37;"att_B1";1721808665538;1721808667241;1703;"Preis";17,5;12;"Vegetarische Spaghetti Bolognese";1;1;"B_preis";"norm"
"8nvcnd3s";"jyelz88u";1;37;"att_A1";1721808667241;1721808668765;1524;"Preis";19,5;12;"Lasagne mit Hackfleisch";2;1;"A_preis";"norm"
"8nvcnd3s";"jyelz88u";1;37;"att_A2";1721808668765;1721808670461;1696;" CO2e/ kg";18357;12;"Lasagne mit Hackfleisch";3;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"jyelz88u";1;37;"att_B2";1721808670461;1721808672936;2475;" CO2e/ kg";1918;12;"Vegetarische Spaghetti Bolognese";4;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"jyelz88u";1;37;"att_A3";1721808672937;1721808673925;988;" Protein";44;12;"Lasagne mit Hackfleisch";5;1;"A_Protein";"norm"
"8nvcnd3s";"jyelz88u";1;37;"att_B3";1721808673925;1721808675429;1504;" Protein";25;12;"Vegetarische Spaghetti Bolognese";6;1;"B_Protein";"norm"
"8nvcnd3s";"n1dq756m";1;39;"att_A1";1721808588244;1721808589435;1191;"Preis";0,36;5;"Mango";1;0;"A_preis";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_B1";1721808589436;1721808591613;2177;"Preis";0,49;5;"Apfel";2;0;"B_preis";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_A2";1721808591613;1721808592914;1301;" CO2e/ kg";4400;5;"Mango";3;0;"A_CO2e/kg";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_B2";1721808592915;1721808594540;1625;" CO2e/ kg";900;5;"Apfel";4;0;"B_CO2e/kg";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_A2";1721808594540;1721808596543;2003;" CO2e/ kg";4400;5;"Mango";5;0;"A_CO2e/kg";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_B2";1721808596544;1721808599338;2794;" CO2e/ kg";900;5;"Apfel";6;0;"B_CO2e/kg";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_B3";1721808599338;1721808600580;1242;" Protein";1;5;"Apfel";7;0;"B_Protein";"control"
"8nvcnd3s";"n1dq756m";1;39;"att_A3";1721808600581;1721808602635;2054;" Protein";1;5;"Mango";8;0;"A_Protein";"control"
"8nvcnd3s";"49ra24mv";1;42;"att_A1";1721808795213;1721808796437;1224;"Preis";14,5;8;"Falafel-Sandwich";1;0;"A_preis";"control"
"8nvcnd3s";"49ra24mv";1;42;"att_B1";1721808796438;1721808798394;1956;"Preis";16,5;8;"Cheeseburger";2;0;"B_preis";"control"
"8nvcnd3s";"49ra24mv";1;42;"att_A2";1721808798394;1721808799625;1231;" CO2e/ kg";1478;8;"Falafel-Sandwich";3;0;"A_CO2e/kg";"control"
"8nvcnd3s";"49ra24mv";1;42;"att_B2";1721808799625;1721808801703;2078;" CO2e/ kg";21693;8;"Cheeseburger";4;0;"B_CO2e/kg";"control"
"8nvcnd3s";"49ra24mv";1;42;"att_A3";1721808801704;1721808802755;1051;" Protein";23;8;"Falafel-Sandwich";5;0;"A_Protein";"control"
"8nvcnd3s";"49ra24mv";1;42;"att_B3";1721808802756;1721808806694;3938;" Protein";36;8;"Cheeseburger";6;0;"B_Protein";"control"
"8nvcnd3s";"8v5a6lqq";1;43;"att_A1";1721808826612;1721808828551;1939;"Preis";0,81;6;"Cracker";1;1;"A_preis";"norm"
"8nvcnd3s";"8v5a6lqq";1;43;"att_B1";1721808828551;1721808831754;3203;"Preis";0,51;6;"Joghurt-Müsliriegel";2;1;"B_preis";"norm"
"8nvcnd3s";"8v5a6lqq";1;43;"att_A2";1721808831754;1721808834716;2962;" CO2e/ kg";1155;6;"Cracker";3;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"8v5a6lqq";1;43;"att_B2";1721808834716;1721808836849;2133;" CO2e/ kg";3780;6;"Joghurt-Müsliriegel";4;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"8v5a6lqq";1;43;"att_A3";1721808836849;1721808838023;1174;" Protein";3;6;"Cracker";5;1;"A_Protein";"norm"
"8nvcnd3s";"8v5a6lqq";1;43;"att_B3";1721808838023;1721808840444;2421;" Protein";2;6;"Joghurt-Müsliriegel";6;1;"B_Protein";"norm"
"8nvcnd3s";"u0ewalub";1;44;"att_B1";1722843837553;1722843838781;1228;"Preis";0,7;14;"Trail Mix";1;1;"B_preis";"label"
"8nvcnd3s";"u0ewalub";1;44;"att_A1";1722843838782;1722843840171;1389;"Preis";1,95;14;"Beef Jerky";2;1;"A_preis";"label"
"8nvcnd3s";"u0ewalub";1;44;"att_B2";1722843840172;1722843841233;1061;" CO2e/ kg";2422;14;"Trail Mix";3;1;"B_CO2e/kg";"label"
"8nvcnd3s";"u0ewalub";1;44;"att_A2";1722843841234;1722843842913;1679;" CO2e/ kg";23019;14;"Beef Jerky";4;1;"A_CO2e/kg";"label"
"8nvcnd3s";"u0ewalub";1;44;"att_B2";1722843842914;1722843843865;951;" CO2e/ kg";2422;14;"Trail Mix";5;1;"B_CO2e/kg";"label"
"8nvcnd3s";"u0ewalub";1;44;"att_A3";1722843843866;1722843844745;879;" Protein";10;14;"Beef Jerky";6;1;"A_Protein";"label"
"8nvcnd3s";"u0ewalub";1;44;"att_B3";1722843844746;1722843846888;2142;" Protein";4;14;"Trail Mix";7;1;"B_Protein";"label"
"8nvcnd3s";"eqaer3qv";1;46;"att_A2";1721809719093;1721809720128;1035;" CO2e/ kg";1479;7;"Kichererbsen-Curry";1;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"eqaer3qv";1;46;"att_B2";1721809720130;1721809721784;1654;" CO2e/ kg";5351;7;"Bacon Mac&Cheese";2;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"eqaer3qv";1;46;"att_B3";1721809721785;1721809722969;1184;" Protein";32;7;"Bacon Mac&Cheese";3;1;"B_Protein";"norm"
"8nvcnd3s";"eqaer3qv";1;46;"att_A3";1721809722969;1721809728023;5054;" Protein";18;7;"Kichererbsen-Curry";4;1;"A_Protein";"norm"
"8nvcnd3s";"bzk0muq7";1;48;"att_A1";1721809904328;1721809905604;1276;"Preis";0,51;6;"Joghurt-Müsliriegel";1;1;"A_preis";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_A2";1721809905605;1721809907499;1894;" CO2e/ kg";3780;6;"Joghurt-Müsliriegel";2;1;"A_CO2e/kg";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_B2";1721809907500;1721809910253;2753;" CO2e/ kg";1155;6;"Cracker";3;1;"B_CO2e/kg";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_A2";1721809910254;1721809912848;2594;" CO2e/ kg";3780;6;"Joghurt-Müsliriegel";4;1;"A_CO2e/kg";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_B1";1721809912849;1721809914415;1566;"Preis";0,81;6;"Cracker";5;1;"B_preis";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_A1";1721809914416;1721809915992;1576;"Preis";0,51;6;"Joghurt-Müsliriegel";6;1;"A_preis";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_A3";1721809915993;1721809916841;848;" Protein";2;6;"Joghurt-Müsliriegel";7;1;"A_Protein";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_B3";1721809916842;1721809919066;2224;" Protein";3;6;"Cracker";8;1;"B_Protein";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_A3";1721809919066;1721809920348;1282;" Protein";2;6;"Joghurt-Müsliriegel";9;1;"A_Protein";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_A2";1721809920349;1721809921171;822;" CO2e/ kg";3780;6;"Joghurt-Müsliriegel";10;1;"A_CO2e/kg";"control"
"8nvcnd3s";"bzk0muq7";1;48;"att_B2";1721809921172;1721809927459;6287;" CO2e/ kg";1155;6;"Cracker";11;1;"B_CO2e/kg";"control"
"8nvcnd3s";"3j4bcjy6";1;56;"att_A3";1721811711467;1721811714465;2998;" Protein";9;1;"Hummus mit Brot";1;1;"A_Protein";"label"
"8nvcnd3s";"3j4bcjy6";1;56;"att_A2";1721811714466;1721811716115;1649;" CO2e/ kg";1116;1;"Hummus mit Brot";2;1;"A_CO2e/kg";"label"
"8nvcnd3s";"3j4bcjy6";1;56;"att_A1";1721811716116;1721811717731;1615;"Preis";1,6;1;"Hummus mit Brot";3;1;"A_preis";"label"
"8nvcnd3s";"3j4bcjy6";1;56;"att_B1";1721811717732;1721811718767;1035;"Preis";3;1;"Eier mit Speck";4;1;"B_preis";"label"
"8nvcnd3s";"3j4bcjy6";1;56;"att_B2";1721811718768;1721811719782;1014;" CO2e/ kg";5718;1;"Eier mit Speck";5;1;"B_CO2e/kg";"label"
"8nvcnd3s";"3j4bcjy6";1;56;"att_B3";1721811719783;1721811721355;1572;" Protein";20;1;"Eier mit Speck";6;1;"B_Protein";"label"
"8nvcnd3s";"wskzs8k6";1;59;"att_A2";1721812181383;1721812189658;8275;" CO2e/ kg";1918;12;"Vegetarische Spaghetti Bolognese";1;1;"A_CO2e/kg";"label"
"8nvcnd3s";"wskzs8k6";1;59;"att_B2";1721812189666;1721812194547;4881;" CO2e/ kg";18357;12;"Lasagne mit Hackfleisch";2;1;"B_CO2e/kg";"label"
"8nvcnd3s";"wskzs8k6";1;59;"att_A2";1721812194547;1721812202059;7512;" CO2e/ kg";1918;12;"Vegetarische Spaghetti Bolognese";3;1;"A_CO2e/kg";"label"
"8nvcnd3s";"wskzs8k6";1;59;"att_B2";1721812202060;1721812204530;2470;" CO2e/ kg";18357;12;"Lasagne mit Hackfleisch";4;1;"B_CO2e/kg";"label"
